Id Cliente,No Crédito,Ciclo de crédito,Tasa Corriente,Tasa Mora,Plazo,Frecuencia,Monto del crédito aprobado,Monto desembolsado,Fecha de desembolso,Saldo de capital,Fecha del primer pago,Fecha de la última cuota del crédito,Días de vencimiento,Valor de la cuota,Capital adeudado a la fecha,Intereses corrientes adeudado a la fecha,Intereses en mora adeudado a la fecha,Pagaré,Estado del crédito,Capital vencido,Marcaciones,Intereses corrientes causados a la fecha,Intereses en mora causados a la fecha
609b1966024a4a4003000dea,60ad7dd985658a116f57bac0,1,0.259318406,0.2583,5,1,500000,500000,21/05/2021,0,20/06/2021,20/10/2021,0,105894.5392,500000.03,0,0,5955-0879,closed,0,,0,0
61abcd7b024a4a5bff00079a,621633643dc7ae07606e5dd1,1,0.273503788,0.274492636,12,1,1518000,1518000,23/02/2022,1167250.75,24/03/2022,24/02/2023,14,143851.9527,465812.08,49456.44,0,3460,active,115062.83,,10776.12,0
5f342abc2f41f32464000001,60183a6d3957c25822dd0333,1,0.259318406,0.2598,4,1,500000,500000,26/01/2021,0,26/02/2021,26/05/2021,0,131120.737,500000.01,0,0,4615-0255,writeOff,0,,0,0
6185af96024a4a648f000f31,618e9dc2f2e05e360a9dd9b0,1,0.258103357,0.259096061,12,1,1518000,1518000,17/11/2021,-1E-10,15/12/2021,15/11/2022,0,142940.9294,842918.07,0,0,1858,writeOff,0,,0,0
5e4fb07233eebb50c70004ac,615f03a57141de215cbb1590,1,0.255203446,0.257896017,12,1,1818000,1818000,11/10/2021,0,10/11/2021,10/10/2022,0,170983.7279,1165550.83,0,0,1377,writeOff,0,,0,0
60cb955a7aeff823e7000067,615f31299776092172fed714,1,0.255203446,0.257896017,12,1,1518000,1518000,11/10/2021,0,10/11/2021,10/10/2022,0,142768.5913,973215.72,0,0,1374,writeOff,0,,0,0
61a6b7c6024a4acdd3001ecf,61b75c6a45670412a5e09b82,1,0.260905515,0.261900245,6,1,1518000,1518000,13/12/2021,0,12/01/2022,12/06/2022,0,270551.4752,1518000.02,0,0,2329,writeOff,0,BID,0,0
62a7e0d91ee94def5e000047,62ab2a5568f9600badcb6d69,1,0.290001,0.306004007,12,1,2024000,2024000,16/06/2022,2024000,17/07/2022,17/06/2023,0,193093.481,0,0,0,6638,active,0,,31138.06,0
5ed7f4432f41f365410005ac,621be5ac644baa0748fbac10,1,0.273503788,0.274492636,3,1,518000,518000,27/02/2022,0,01/04/2022,01/06/2022,0,179742.0882,518000.02,0,0,3672,closed,0,,0,0
61ffd1873b10c49767003666,6222455e4f439330a019233b,1,0.276097266,0.277102976,12,1,1518000,1518000,04/03/2022,1518000,05/04/2022,05/03/2023,94,144004.6811,465479.29,117180.59,7245.93,3808,active,465479.29,,1537.36,454.56
61688149024a4a60b5000035,618c56a7f2e05e360a9dd984,1,0.258103357,0.259096061,12,1,1518000,1518000,17/11/2021,1E-10,12/12/2021,12/11/2022,0,142940.9294,842918.07,0,0,1803,writeOff,0,BID,0,0
5ddc14772f41f3d91f00010d,615f03c09776092172fed70d,1,0.255203446,0.257896017,12,1,1418000,1418000,11/10/2021,0,10/11/2021,10/10/2022,0,133363.5458,909104,0,0,1378,writeOff,0,,0,0
61796aac024a4a82fd001ca0,618c577ff2e05e360a9dd988,1,0.258103357,0.259096061,12,1,1518000,1518000,11/11/2021,0,12/12/2021,12/11/2022,0,142940.9294,842918.07,0,0,1814,writeOff,0,,0,0
613a2fabc43a9a21020000c9,61a95fc445670412a5e099ee,1,0.260905515,0.261900245,12,1,1518000,1518000,03/12/2021,1051508.27,07/01/2022,07/12/2022,62,143107.2185,842503.71,24885.62,3652.64,2228,active,376011.98,,0,0
5f6b89a32f41f3feaf001385,615f02377141de215cbb1588,1,0.255203446,0.257896017,12,1,818000,818000,11/10/2021,0,10/11/2021,10/10/2022,0,76933.27253,524433.78,0,0,1350,writeOff,0,,0,0
5fb00bbf2f41f3a99b00059b,61b2634345670412a5e09b0a,2,0.260905515,0.261900245,12,1,1418000,1418000,13/12/2021,0,12/01/2022,12/12/2022,0,133679.8655,667954.08,0,0,2319,writeOff,0,,0,0
624247c2024a4a555e001a28,62488dc838b79c7f68c0131b,1,0.284797331,0.285794215,12,1,2018000,2018000,02/04/2022,2018000,05/05/2022,05/04/2023,64,192116.237,458124.38,127043.28,3428.76,4906,active,458124.38,,2312.5,408.58
5fff4cdb2f41f3bbe3000840,6164cb847141de215cbb15e2,1,0.255203446,0.257896017,12,1,1518000,1518000,15/10/2021,0,10/11/2021,10/10/2022,0,142768.5913,973215.72,0,0,1398,writeOff,0,,0,0
61a1801d1ee94d8d1c000021,61a95f0b45670412a5e099e7,1,0.260905515,0.261900245,12,1,1518000,1518000,03/12/2021,0,07/01/2022,07/12/2022,0,143107.2185,842503.71,0,0,2207,writeOff,0,BID,0,0
620bef37024a4aa9f9000cfe,621bf4793dc7ae07606e8b7e,1,0.273503788,0.274492636,12,1,1018000,1018000,27/02/2022,701937.13,24/03/2022,24/02/2023,0,96469.88657,312382.54,3772.64,0,3466,active,0,BID,6480.36,0
5fb7d7c52f41f3141800122e,61c4b5a29b63346fcb100ca8,2,0.260905515,0.262286454,11,1,706665,706665,07/10/2021,0,07/11/2021,07/09/2022,0,72003.23618,566765.29,0,0,1344,writeOff,0,,0,0
617186ea024a4af0730024db,618ad3ccf2e05e360a9dd907,1,0.258103357,0.259096061,6,1,1518000,1518000,09/11/2021,0,10/12/2021,10/05/2022,0,270378.7808,1518000.02,0,0,1763,writeOff,0,,0,0
600f644ab93bdcfdc3000005,61c4b5a218303e6fb7934658,1,0.260905515,0.262286454,12,1,1418000,1418000,05/10/2021,0,05/11/2021,05/10/2022,0,133679.8655,1032112.4,0,0,1220,writeOff,0,,0,0
5eeb6eff33eebb90020000bc,6164cb089776092172fee40f,1,0.255203446,0.257896017,12,1,1718000,1718000,15/10/2021,0,10/11/2021,10/10/2022,0,161578.6824,1101439.13,0,0,1358,writeOff,0,,0,0
5eb9655b2f41f37bd5000139,62190760644baa0748fbaad0,2,0.258103357,0.265260912,12,1,1018000,1018000,18/11/2021,0,10/12/2021,10/11/2022,0,95858.93682,565277.08,0,0,1951,writeOff,0,,0,0
6281415e024a4a02da004515,628bc6ba1168b20559ac9f27,1,0.284797331,0.285794215,12,1,2024000,2024000,23/05/2022,2024000,24/06/2022,24/05/2023,14,192687.4448,149974.98,44737.92,0,6144,active,149974.98,BID,19368.18,0
5f80c3c22f41f360cf000240,6154f788525141175a7e1cc4,1,0.25690418,0.257896017,12,1,818000,818000,05/10/2021,0,05/11/2021,05/10/2022,0,76987.75367,595645.97,0,0,1251,writeOff,0,,0,0
5dab3b95a3f1788b3800006c,618acb70fe25582b78e87059,1,0.258103357,0.259096061,12,1,1318000,1318000,11/11/2021,0,08/12/2021,08/11/2022,0,124108.1324,844646.78,0,0,1757,writeOff,0,,0,0
5f127e7ea3f1787d7400033a,61aa93ca45670412a5e09a11,1,0.260905515,0.261900245,12,1,1518000,1518000,03/12/2021,0,08/01/2022,08/12/2022,0,143107.2185,842503.71,0,0,2254,writeOff,0,,0,0
623b97b7024a4a0c120067ef,6256ea7b6577d82564057872,1,0.284797331,0.285794215,12,1,1018000,1018000,13/04/2022,786337.06,07/05/2022,07/04/2023,0,96914.93024,231105.36,1059.82,0,5041,active,0,,0,0
62414e863b10c465ad0010dc,62461f70bae37d3630049fe0,1,0.276097266,0.277102976,12,1,1218000,1218000,02/04/2022,1218000,05/05/2022,05/04/2023,64,115545.2579,277250.94,76243.43,2020.43,4858,active,277250.94,,1357.18,240.68
60261a04b93bdc1034000004,61c4b5a218303e6fb7934656,1,0.260905515,0.262286454,10,1,1318000,1318000,05/10/2021,0,05/11/2021,05/08/2022,0,146350.1449,1174450.13,0,0,1227,writeOff,0,,0,0
62a3ce3dc43a9ac602000d7b,62ab2a6ea38ccc0b9d2b039c,1,0.290001,0.306004007,12,1,2024000,2024000,16/06/2022,2024000,17/07/2022,17/06/2023,0,193093.481,0,0,0,6647,active,0,,31138.06,0
604965782f41f3875e0018db,618949dbfe25582b78e86b50,1,0.258103357,0.259096061,4,1,1518000,1518000,09/11/2021,0,06/12/2021,06/03/2022,0,398003.2758,1518000.03,0,0,1712,writeOff,0,,0,0
601ed13a2f41f33f800030bd,61894cf95db66e2b94a82eec,1,0.258103357,0.259096061,12,1,1518000,1518000,09/11/2021,-1E-10,06/12/2021,06/11/2022,0,142940.9294,972817.77,0,0,1720,writeOff,0,,0,0
5f6cdace2f41f35d58000366,6156bccf9a91287b08b1845b,1,0.25690418,0.257896017,12,1,1218000,1218000,05/10/2021,0,05/11/2021,05/10/2022,0,114634.577,886915.37,0,0,1297,writeOff,0,,0,0
60357cf12f41f3431b000026,61a6684658ed7c12871d339d,1,0.258103357,0.259096061,12,1,1518000,1518000,30/11/2021,0,06/01/2022,06/12/2022,0,142940.9294,842918.07,0,0,2196,writeOff,0,,0,0
6179ef73024a4a82fd0027af,618435545db66e2b94a82d16,1,0.258103357,0.259096061,12,1,1418000,1418000,04/11/2021,0,06/12/2021,06/11/2022,0,133524.5309,908732.28,0,0,1681,writeOff,0,,0,0
589e375b2f41f3e25f000029,618aca73fe25582b78e87057,1,0.258103357,0.259096061,6,1,1418000,1418000,09/11/2021,0,05/12/2021,05/05/2022,0,252567.267,1418000.04,0,0,1694,writeOff,0,,0,0
61a067fe024a4a0a35002e98,61b9e59758ed7c12871d97db,1,0.260905515,0.261900245,12,1,818000,818000,16/12/2021,566112.63,05/01/2022,05/12/2022,64,77115.74753,453997.41,30432.2,2673.55,2238,active,202110.04,,539.46,166.94
5fc0237f2f41f32031002a62,617b2fbcfe25582b78e841ca,1,0.255203446,0.257896017,12,1,1618000,1618000,29/10/2021,0,04/12/2021,04/11/2022,0,152173.6369,1037327.42,0,0,1624,writeOff,0,,0,0
620c5e7f024a4a79f6002dd1,6216320c644baa0748fba9ed,1,0.273503788,0.274492636,12,1,1518000,1518000,23/02/2022,1432497.95,22/03/2022,22/02/2023,108,143851.9527,465812.08,51715.59,6449.8,3439,active,380310.03,BID,12240.54,2918.44
618c5e8c024a4ad3f50000fc,61a2ca9358ed7c12871d2342,1,0.258103357,0.259096061,10,1,1618000,1618000,29/11/2021,0,05/01/2022,05/10/2022,0,179484.1801,1099700.22,0,0,2126,writeOff,0,,0,0
5e3b34502f41f3eab5000aeb,61a5488b58ed7c12871d2ea1,1,0.258103357,0.259096061,12,1,1518000,1518000,29/11/2021,0,05/01/2022,05/12/2022,0,142940.9294,842918.07,0,0,2163,writeOff,0,,0,0
61789032024a4a82fd001968,61843d4c5db66e2b94a82d18,1,0.258103357,0.259318406,12,1,1418000,1418000,03/11/2021,0,03/12/2021,03/11/2022,0,133524.5309,908732.28,0,0,1630,writeOff,0,,0,0
5f873ff72f41f33be8001ce4,600b73b29ecf5b7f9e3e5aa2,1,0.259318406,0.2598,4,1,500000,500000,20/01/2021,0,20/02/2021,20/05/2021,0,131120.737,500000.01,0,0,4745-0241,writeOff,0,,0,0
62a23c0a024a4a1ab2000b12,62ab2b0468f9600badcb6d70,1,0.290001,0.306004007,12,1,2024000,2024000,16/06/2022,2024000,20/07/2022,20/06/2023,0,193093.481,0,0,0,6669,active,0,,31138.06,0
61da0500024a4a338c0035c0,61effbe1c6584b180f727c29,1,0.263906738,0.264903638,6,1,1418000,1418000,25/01/2022,1192692.19,24/02/2022,24/07/2022,106,252901.0515,1169987.06,70654.86,21228.92,2791,active,944679.25,BID,4393.18,6294.32
5f6b98b1b93bdc0a2f0005f7,6156bd55131a4c7b208616d1,1,0.25690418,0.257896017,12,1,1518000,1518000,05/10/2021,948162.88,05/11/2021,05/10/2022,125,142869.6945,1105367.42,41840.82,13426.25,1305,active,535530.30,,670.22,497.46
601c2d852f41f3c12c00041d,609af20f1566a67a11469d8e,1,0.259318406,0.2597,6,1,500000,500000,29/04/2021,0,22/05/2021,22/10/2021,0,89082.24643,500000.03,0,0,4039-0669,closed,0,,0,0
623ab5127aeff814a8000080,62428093dc3af1326611a97b,1,0.276097266,0.277102976,4,1,518000,518000,29/03/2022,134672.87,24/04/2022,24/07/2022,0,136212.4644,384527.08,729.92,0,4636,active,1199.95,,1253.84,0
619e68d8024a4a42e7000298,61a6678b58ed7c12871d3399,1,0.258103357,0.259096061,12,1,1318000,1318000,30/11/2021,0,05/01/2022,05/12/2022,0,124108.1324,731861.66,0,0,2157,writeOff,0,BID,0,0
61970269024a4af60200000b,623a39289b5ad74fbd77994f,1,0.276097266,0.277102976,8,1,2018000,2018000,22/03/2022,1291898.72,20/04/2022,20/11/2022,0,276100.4461,718592.35,1750.46,0,4300,active,0,BID,15528.14,0
6219460d024a4a79f600e204,622766da2b2f382a5cf5c76d,1,0.276097266,0.277102976,12,1,1518000,1518000,08/03/2022,1518000,05/04/2022,05/03/2023,94,144004.6811,465479.29,113199.71,7245.93,3929,active,465479.29,,1537.36,454.56
60ca7e6eb5326ff0b6000019,617b0c11fe25582b78e841b7,1,0.255203446,0.257896017,12,1,1518000,1518000,28/10/2021,0,03/12/2021,03/11/2022,0,142768.5913,973215.72,0,0,1583,writeOff,0,,0,0
5f0bcf0ab93bdc2246000117,6164a09a9776092172fee409,1,0.255203446,0.257896017,12,1,1518000,1518000,11/10/2021,0,05/11/2021,05/10/2022,0,142768.5913,1105566.95,0,0,1391,writeOff,0,,0,0
618ef234024a4ad3f5001cc3,61ae50ea58ed7c12871d59d4,1,0.260905515,0.261900245,12,1,1518000,1518000,13/12/2021,784330.65,07/01/2022,07/12/2022,1,143107.2185,842503.71,30795.66,0,2250,active,108834.36,,0,0
616ef3e3024a4aa8fb000001,6184329dfe25582b78e85e46,1,0.255203446,0.259096061,12,1,1018000,1018000,04/11/2021,0,03/12/2021,03/11/2022,0,95743.36361,652657.19,0,0,1612,writeOff,0,,0,0
617a067f024a4a82fd0028bb,617dba7d5db66e2b94a82c20,1,0.255203446,0.256356757,12,1,1518000,1518000,29/10/2021,0,05/12/2021,05/11/2022,0,142768.5913,973215.72,0,0,1672,writeOff,0,,0,0
62a547fa1ee94dd9130000e9,62ab2acea38ccc0b9d2b03a1,1,0.290001,0.306004007,12,1,1624000,1624000,16/06/2022,1624000,17/07/2022,17/06/2023,0,154932.714,0,0,0,6663,active,0,,24984.22,0
623cb008024a4a80ff000003,62488c898ad7a17f540bcc16,1,0.284797331,0.285794215,12,1,1518000,1518000,02/04/2022,1518000,05/05/2022,05/04/2023,64,144515.5836,344614.87,95565.58,2579.23,4884,active,344614.87,,1739.52,307.36
6011e30cb93bdc361a000004,613b8d40ca426617421618af,1,0.256697022,0.257896017,6,1,518000,518000,13/09/2021,0,05/10/2021,05/03/2022,0,92234.02766,518000.03,0,0,1046,writeOff,0,,0,0
6234b779024a4a23e500085a,624267f7dc3af1326611a91f,1,0.276097266,0.277102976,12,1,1518000,1518000,28/03/2022,1289988.32,24/04/2022,24/03/2023,14,144004.6811,345539.36,23264.12,0,4528,active,117527.68,,12009.42,0
601ae81d2f41f30c46002593,609cdad89101cb0d71bd641c,1,0.259318406,0.2583,6,1,700000,700000,03/05/2021,0,20/06/2021,20/11/2021,0,124715.145,700000.03,0,0,8234-0554,closed,0,,0,0
5ef0e40fb93bdc6ea20000e8,60ef0909d4c356406aee8277,1,0.256356757,0.2577,5,1,500000,500000,07/07/2021,0,07/08/2021,07/12/2021,0,105833.0177,500000.03,0,0,0119-1093,reliquidated,0,,0,0
5f2e21efa3f17844e5000010,5fd4530a43d64d5ed419cc46,1,0.26675055,0.2676,3,1,300000,300000,04/11/2020,0,04/12/2020,04/02/2021,0,104006.1397,300000.01,0,0,2403-0066,closed,0,,0,0
6217ffd83b10c4b64a0063ad,62224b12da6a7730bbfce110,1,0.276097266,0.277102976,12,1,1118000,1118000,04/03/2022,1118000,05/04/2022,05/03/2023,94,106058.7835,342823.35,86303.74,5336.57,3812,active,342823.35,,1132.26,334.78
6268371d3b10c4f285000396,627d7c2cae7338208a70a173,1,0.284797331,0.285794215,12,1,2024000,2024000,12/05/2022,1831313,07/06/2022,07/05/2023,1,192687.4448,303114.88,73750.51,0,5593,active,110427.88,,0,0
601c3ca92f41f3a7a6001779,604fb3ab8e3902657b3e8bf4,1,0.301459085,0.2612,5,1,500000,500000,08/03/2021,0,16/04/2021,16/08/2021,0,106757.4695,500000.02,0,0,2997-0369,writeOff,0,,0,0
5f034dacb93bdc123d0002fb,6179c3d45db66e2b94a82b83,4,0.255203446,0.257896017,12,1,1518000,1518000,28/10/2021,0,03/12/2021,03/11/2022,0,142768.5913,973215.72,0,0,1581,writeOff,0,,0,0
5eab0dff2f41f349bd00020a,61a548a758ed7c12871d2ea2,1,0.258103357,0.259096061,12,1,1518000,1518000,30/11/2021,0,04/01/2022,04/12/2022,0,142940.9294,842918.07,0,0,2166,writeOff,0,,0,0
620d772e3b10c4b64a0012a2,621943803dc7ae07606e724d,1,0.273503788,0.274492636,6,1,1018000,1018000,25/02/2022,524611.64,24/03/2022,24/08/2022,14,181955.2274,664905.05,12396.21,905.12,3477,active,171516.69,BID,4843.26,0
5ca7c8b1b93bdc09b0000f1d,60f60c7740fd654071cddba6,1,0.256356757,0.2577,6,1,600000,600000,15/07/2021,0,25/08/2021,25/01/2022,0,106826.4771,600000.02,0,0,0558-1030,reliquidated,0,,0,0
5f184f542f41f3ea1d00010a,617b0ba55db66e2b94a82ba2,1,0.255203446,0.257896017,12,1,1318000,1318000,28/10/2021,0,02/12/2021,02/11/2022,0,123958.5002,844992.3,0,0,1577,writeOff,0,,0,0
600b83d8b93bdc4b7d000065,617dba7cfe25582b78e84ae6,1,0.255203446,0.256356757,12,1,1218000,1218000,29/10/2021,0,03/12/2021,03/11/2022,0,114553.4547,780880.6,0,0,1607,writeOff,0,,0,0
6062e2eea3f178902d000037,617dba7d5db66e2b94a82c1e,1,0.255203446,0.256356757,12,1,1518000,1518000,29/10/2021,0,02/12/2021,02/11/2022,0,142768.5913,973215.72,0,0,1653,writeOff,0,,0,0
617337b8024a4a82fd000b6b,6179e458fe25582b78e83f1a,1,0.255203446,0.257896017,12,1,1018000,1018000,28/10/2021,0,02/12/2021,02/11/2022,0,95743.36361,652657.19,0,0,1561,writeOff,0,,0,0
61af5c723b10c4f3a70014e4,61c2541811bfad50adb2d46c,1,0.260905515,0.261900245,12,1,1518000,1518000,27/12/2021,921509.61,24/01/2022,24/12/2022,14,143107.2185,715059.45,14246.88,0,2588,active,118569.06,,8157.48,0
61918d6fc43a9a72ad0000e8,61a6c15945670412a5e0994b,1,0.258103357,0.259096061,12,1,1218000,1218000,30/11/2021,0,04/01/2022,04/12/2022,0,114691.7338,676333.47,0,0,2099,writeOff,0,,0,0
5d6d4fd2b93bdc266f000cfc,618bd7756f82433623ebc92b,1,0.258103357,0.259096061,12,1,1318000,1318000,11/11/2021,0,02/12/2021,02/11/2022,0,124108.1324,844646.78,0,0,1798,writeOff,0,,0,0
61267873024a4a94c0000135,614d5f91ca4266174216363b,1,0.25690418,0.257896017,6,1,1018000,1018000,28/09/2021,0,20/10/2021,20/03/2022,0,181271.5881,1018000.04,0,0,1109,reliquidated,0,,0,0
601995de2f41f30c460008b3,625574c98410e848c30d8bb5,2,0.284752035,0.286262693,18,1,617266.92,617266.92,05/04/2022,559965.77,05/05/2022,05/10/2023,3,41572.27484,87463.64,12019.64,0,2186-1153-01,active,30162.49,,754.6,0
6177796c024a4a82fd0014fe,617b0c2e5db66e2b94a82ba5,1,0.255203446,0.257896017,12,1,1518000,1518000,28/10/2021,0,03/12/2021,03/11/2022,0,142768.5913,973215.72,0,0,1584,writeOff,0,,0,0
5faac5142f41f341ed000043,6179bfd25db66e2b94a82b82,2,0.255203446,0.257896017,12,1,1718000,1718000,27/10/2021,0,02/12/2021,02/11/2022,0,161578.6824,1101439.13,0,0,1575,writeOff,0,,0,0
6235dc60024a4a0c120023de,6256e60e6577d82564057853,1,0.284797331,0.285794215,12,1,1418000,1418000,13/04/2022,1084560.34,07/05/2022,07/04/2023,0,134995.4529,321912.97,1461.74,0,5000,active,0,BID,0,0
622d2d643b10c4aa4900098d,623b4a61888aa24fa665eb2b,1,0.276097266,0.277102976,12,1,1218000,1218000,23/03/2022,1218000,18/04/2022,18/03/2023,81,115545.2579,277250.94,70227.95,2126.9,4234,active,277250.94,,13843.36,2454.92
602c27962f41f306e500092a,60861884ec481e6633ea1ee2,1,0.260801629,0.2597,5,1,500000,500000,20/04/2021,0,08/05/2021,08/09/2021,0,105925.3058,500000.03,0,0,2410-0379,writeOff,0,,0,0
5fa5f00533eebb496100089c,61f2be715f21631828b2690c,3,0.263906738,0.265260912,11,1,1469182.44,1469182.44,03/12/2021,0,03/02/2022,03/12/2022,0,149869.6562,762180.89,0,0,9004-2000,writeOff,0,,0,0
619eaa50024a4ab1dd0010f3,61a2cc2558ed7c12871d2347,1,0.258103357,0.259096061,12,1,1518000,1518000,29/11/2021,884087.47,05/01/2022,05/12/2022,33,142940.9294,842918.07,16089.42,1087.46,2113,active,209005.54,BID,990.98,101.08
61ddda41024a4a5f13000f2c,61eb023b5f21631828b2649a,1,0.263906738,0.264903638,3,1,618000,618000,21/01/2022,0,22/02/2022,22/04/2022,0,214172.9322,618000.02,0,0,2775,reliquidated,0,BID,0,0
60347e6bb93bdcfde400000c,61f1ed22c6584b180f7282d8,2,0.260905515,0.262286454,5,1,577906.86,577906.86,28/12/2021,0,02/02/2022,02/06/2022,0,122432.4112,577906.88,0,0,2452-1064,writeOff,0,,0,0
5f43f82ca3f1787c6a000003,6219442b3dc7ae07606e7250,2,0.273503788,0.274492636,12,1,1518000,1518000,25/02/2022,1173022.87,24/03/2022,24/02/2023,14,143851.9527,465812.08,24866.48,0,3459,active,120834.95,,10829.4,0
61b239ce024a4a5bff003bb9,61f1ed225f21631828b268ab,1,0.260905515,0.262286454,12,1,1418000,1418000,27/12/2021,0,02/02/2022,02/01/2023,0,133679.8655,667954.08,0,0,2530,writeOff,0,,0,0
61e9cc18024a4a9c660018b3,6256e5d89fbf31257d40ae61,1,0.284797331,0.285794215,12,1,1518000,1518000,13/04/2022,1170404.45,07/05/2022,07/04/2023,0,144515.5836,344614.87,1577.44,0,4998,active,0,BID,0,0
61b3a272024a4a84a6000231,61f1ed22c6584b180f7282e4,1,0.260905515,0.262286454,12,1,1518000,1518000,27/12/2021,0,02/02/2022,02/01/2023,0,143107.2185,715059.45,0,0,2452,writeOff,0,,0,0
611ed860b5326fb493000006,61f1ed22c6584b180f7282db,1,0.260905515,0.262286454,10,1,1418000,1418000,27/12/2021,0,02/02/2022,02/11/2022,0,157454.1013,817739.57,0,0,2475,writeOff,0,,0,0
5f73bd05b93bdc9ffd00009d,61cbcdbc1cec712da9694ea4,2,0.260905515,0.262286454,4,1,666135.15,666135.15,28/12/2021,252324.14,05/01/2022,05/04/2022,125,174733.6654,666135.17,0,11627.11,3178-1068,active,252324.16,,0,316.1
61aff43a3b10c4f3a700172b,61f1ed225f21631828b268a8,1,0.260905515,0.262286454,12,1,1218000,1218000,27/12/2021,0,02/02/2022,02/01/2023,0,114825.1595,573743.37,0,0,2484,writeOff,0,,0,0
5e646d9733eebb7baa000330,62042f7788f4071f1bcf51f6,1,0.273503788,0.274492636,8,1,818000,818000,09/02/2022,526589.7,04/03/2022,04/10/2022,34,111834.4847,495703.43,20921.68,1414.34,2885,active,204293.13,,1106.48,263.84
621295a03b10c4862900000b,62ab2b46a38ccc0b9d2b03a4,1,0.290001,0.306004007,12,1,2024000,2024000,16/06/2022,2024000,18/07/2022,18/06/2023,0,193093.481,0,0,0,6677,active,0,,31138.06,0
5fd78c792f41f33141000149,61539dd7525141175a7e1c52,1,0.25690418,0.257896017,12,1,1518000,1518000,05/10/2021,0,25/10/2021,25/09/2022,0,142869.6945,1105367.42,0,0,1231,writeOff,0,,0,0
61e1d2eb024a4a48e9000654,624dd4d0a26c0278f83c9259,1,0.284797331,0.285794215,12,1,1418000,1418000,06/04/2022,1092934.69,07/05/2022,07/04/2023,0,134995.4529,321912.97,1473.04,0,4953,active,0,BID,0,0
5f6cff162f41f390b70025fe,600b73b29ecf5b7f9e3e5aa4,1,0.259318406,0.2598,4,1,500000,500000,21/01/2021,0,21/02/2021,21/05/2021,0,131120.737,500000.01,0,0,5212-0227,writeOff,0,,0,0
628692e1024a4a021b0000c9,628bc6c31168b20559ac9f2a,1,0.284797331,0.285794215,12,1,2024000,2024000,23/05/2022,2024000,24/06/2022,24/05/2023,14,192687.4448,149974.98,44737.92,0,6147,active,149974.98,,19368.18,0
623f9bf1024a4a093e000d64,6256e18c6577d8256405780f,1,0.284797331,0.285794215,12,1,818000,818000,13/04/2022,757387.58,05/05/2022,05/04/2023,33,77874.6689,185701.56,27633.09,41.84,4875,active,125089.14,,937.38,83.68
5f60e4e4a3f1786a1e000091,5fe39aa087139d19bb12d04a,1,0.260801629,0.2619,3,1,350000,350000,23/12/2020,0,23/01/2021,23/03/2021,0,121245.9552,350000.02,0,0,0908-0187,writeOff,0,,0,0
605f46d82f41f343db000ddd,609bf33c61c8ef4b7f039b5d,1,0.259318406,0.2597,6,1,700000,700000,29/04/2021,0,29/05/2021,29/10/2021,0,124715.145,700000.03,0,0,1798-0687,closed,0,,0,0
61b0fde0024a4a5bff0031ce,61f1ed225f21631828b268a5,1,0.260905515,0.262286454,12,1,1218000,1218000,27/12/2021,0,02/02/2022,02/01/2023,0,114825.1595,573743.37,0,0,2481,writeOff,0,,0,0
627d779f024a4aea2c001252,6283dbb946f41c4fc1216024,1,0.284797331,0.285794215,12,1,1524000,1524000,17/05/2022,1399645.64,15/06/2022,15/05/2023,0,145086.7914,112925.82,8771.94,0,5989,active,0,,21222.37,0
5f29a00e33eebb01520003b2,5fd44e8743d64d5ed419c657,1,0.26675055,0.2714,3,1,350000,350000,23/10/2020,0,23/11/2020,23/01/2021,0,121340.4963,350000.01,0,0,5920-0013,writeOff,0,,0,0
61b3d7cc024a4a84a6000373,61f1ed22c6584b180f7282ec,1,0.260905515,0.262286454,12,1,1218000,1218000,27/12/2021,0,02/02/2022,02/01/2023,0,114825.1595,573743.37,0,0,2520,writeOff,0,,0,0
61cf3434024a4a338c001177,621d7acc644baa0748fbadba,1,0.273503788,0.274492636,12,1,2018000,2018000,28/02/2022,1715809,24/03/2022,24/02/2023,45,191234.0188,619241.6,68754.18,3404.1,3806,active,317050.60,BID,14386.08,1459.08
5f5d633c2f41f390010000b0,60861884ec481e6633ea1edc,2,0.260801629,0.2597,4,1,350000,350000,15/04/2021,0,17/05/2021,17/08/2021,0,91806.81019,350000.02,0,0,9629-0660,writeOff,0,,0,0
6263586c024a4a778d000119,62741b8548674d18658e0c43,1,0.284797331,0.285794215,12,1,2024000,2024000,05/05/2022,2024000,05/06/2022,05/05/2023,33,192687.4448,303114.88,84464.28,101.38,5557,active,303114.88,,2525.76,202.76
5f7b5ff22f41f33e0600019f,60183a6d4c80885806c891df,1,0.259318406,0.2598,4,1,500000,500000,26/01/2021,0,26/02/2021,26/05/2021,0,131120.737,500000.01,0,0,2967-0268,writeOff,0,,0,0
5fad65082f41f32dcf00092f,61c4b5a218303e6fb793464d,1,0.260905515,0.262286454,12,1,1218000,1218000,25/10/2021,0,25/11/2021,25/10/2022,0,114825.1595,780253.41,0,0,1445,writeOff,0,,0,0
61b6a2a5c43a9a9b9500020e,61f1ed225f21631828b268b4,1,0.260905515,0.262286454,12,1,1518000,1518000,27/12/2021,0,02/02/2022,02/01/2023,0,143107.2185,715059.45,0,0,2507,writeOff,0,,0,0
61a41c65024a4acdd3000044,61f1ed225f21631828b268b0,1,0.260905515,0.262286454,12,1,1318000,1318000,27/12/2021,0,02/02/2022,02/01/2023,0,124252.5125,620848.73,0,0,2460,writeOff,0,BID,0,0
